;oset1;oset2;rus1;rus2;proximity;synonym
316;раппæлинаг;хорззæрдæ;хороший неплохой;хороший неплохой;0.3497057259082794;1
317;адихтæ уæвын;ахицæнтæ уæвын;разделиться распасться;разделиться распасться;0.7585769295692444;1
318;рахицæн кæнын;фæбæлвырд кæнын;устранение исключение;уточнить детализировать;0.6884450912475586;1
319;адæм;штат;человечество люди;кадры штат;0.13768388330936432;1
320;æнæдызæрдыг;æцæг;убедительный веский;фактический реальный;0.21963223814964294;1
321;мад æмæ фыдайгуыргæ;хуыцауыраттинаг;человек;человек;0.39596718549728394;1
322;рог;уæгъдæй;легко;фамильярно бесцеремонно;0.15330326557159424;1
323;тызмæг;цæхæртæ калгæйæ;сердито гневно;сердито гневно;0.34950098395347595;1
324;иу цæмæйдæр;кæмдæр;частично отчасти;частично отчасти;0.286149799823761;1
325;дихдзинад;дихкæнынад;обосновленность замкнутость;разграничение размеживание;0.1627752035856247;1
326;ласын;тъыссын;перевещивать перетягивать;вдевать продевать;0.18327093124389648;1
327;бирæ;гуцъамæ;вдоволь вволю;вдоволь вволю;0.22500468790531158;1
328;сонт;фыдбылызы;безрассудный безумный;бедовый;0.4621034264564514;1
329;æнагаипп;хæрзæххæст;идеальный безукоризненный;идеальный безукоризненный;0.3726674020290375;1
330;фæдис;хъæр;шум;шум;0.6088048219680786;1
331;гæпдугъæй;тагъд-тагъд;торопливо поспешно;часто нередко;0.5225273966789246;1
332;дæлбардзинад;цагъарад;рабство неволя;рабство неволя;0.40532582998275757;1
333;куыст аразын;уагмæ гæсгæ;систематизация классификация;систематизация классификация;0.21520377695560455;1
334;куысты фæтк;куыстыуаг;расписание график;расписание график;0.5924818515777588;1
335;æппæлæн;стауæн;хвалебный восторженный;хвалебный восторженный;0.6694951057434082;1
336;скæнын;сныв кæнын;обзавестись завести что;изобразить показать;0.4996432065963745;1
337;адæм;кусджытыкъорд;человечество люди;аппарат;0.23949292302131653;1
338;дарын;зилын;ходить;ходить;0.5017777681350708;1
339;авнæдомд;фыдæбоны;бедовый;бедовый;-0.10364986211061478;1
340;авнæдомд;бæллæхы;бедовый;бедовый;-0.11031875759363174;1
341;фестъæлфын;фесхъиуын;вздрогнуть дрогнуть;вздрогнуть дрогнуть;0.7553896307945251;1
342;барын;тæразыл æвæрын;взвешивать;взвешивать;0.580441951751709;1
343;алчи;чифæнды;любой;любой;0.20414161682128906;1
344;æмгар;æмцахъхъæн;ровесник сверстник;ровесник сверстник;0.13419803977012634;1
345;азимаг;бафауинаг;предосудительный плохой;предосудительный плохой;0.38972553610801697;1
